,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13
27583,24,6,117210,6,4,6,0,0,0,0,50,3,0
27584,27,0,202206,11,3,8,0,0,0,0,40,3,0
27585,51,0,123429,10,7,13,0,0,0,0,50,3,1
27586,46,0,353512,6,7,12,0,0,0,0,40,3,1
27587,55,6,26683,6,7,8,0,0,0,0,60,3,0
27588,20,0,204641,12,6,11,0,0,0,0,40,3,0
27589,30,0,225053,6,7,13,0,0,0,0,50,3,0
27590,36,0,98776,12,6,13,0,0,0,0,30,3,0
27591,19,0,263932,6,6,11,0,1,0,0,20,3,0
27592,30,0,108247,13,7,1,0,0,0,0,40,3,1
27593,31,6,369648,9,7,6,0,0,0,0,50,3,1
27594,26,0,339324,6,7,12,0,0,0,0,96,3,0
27595,59,0,145574,9,7,13,0,0,0,0,35,3,1
27596,53,0,317313,6,7,4,0,0,0,0,60,3,1
27597,24,5,162919,12,6,3,0,1,0,0,40,3,0
27598,24,0,186314,12,3,1,0,0,0,0,54,3,0
27599,36,0,254202,6,4,13,0,1,0,0,50,3,0
27600,39,0,108140,10,7,13,0,0,0,0,50,3,1
27601,53,0,287317,6,4,12,1,0,0,0,32,3,0
27602,75,3,81534,6,2,10,3,0,0,0,35,3,1
27603,36,0,35945,6,7,13,0,0,0,0,50,3,1
27604,46,3,204928,12,7,10,0,0,0,0,40,3,0
27605,56,3,208809,6,7,10,0,0,0,1902,40,3,1
27606,29,0,133625,6,7,14,1,0,0,0,40,3,0
27607,60,0,71683,3,7,12,0,0,0,0,49,3,0
27608,58,0,570562,6,2,10,0,0,0,0,38,3,0
27609,67,6,36876,6,7,8,0,0,0,0,55,3,0
27610,35,0,253006,12,7,1,0,0,7688,0,38,3,1
27611,39,6,50096,12,7,8,0,0,0,0,80,3,0
27612,37,0,336880,12,7,4,0,0,0,0,50,3,0
27613,54,0,135840,12,7,13,0,0,0,0,50,3,0
27614,63,6,168048,15,7,1,0,0,0,0,30,3,0
27615,47,0,187969,11,4,11,0,1,0,0,38,3,0
27616,23,0,117363,13,6,3,0,1,0,0,40,3,0
27617,55,0,256526,6,3,12,0,0,4865,0,45,3,0
27618,49,0,304416,11,7,10,0,1,0,0,40,3,0
27619,39,0,248011,1,7,12,0,0,5178,0,40,3,1
27620,23,0,229826,6,6,12,0,0,0,0,40,3,0
27621,19,0,159796,12,6,11,0,1,0,0,12,3,0
27622,44,0,165346,10,7,13,0,0,0,0,40,3,1
27623,25,0,25386,1,6,11,4,1,0,0,40,3,0
27624,35,0,491000,1,4,1,1,0,0,0,40,3,0
27625,23,5,247731,6,4,3,0,1,0,0,40,3,0
27626,48,0,180532,1,7,6,0,0,0,0,40,3,0
27627,48,0,189462,12,4,14,0,0,2176,0,40,3,0
27628,44,0,419134,6,4,3,1,1,0,0,40,3,0
27629,55,6,170166,13,7,13,0,1,0,0,25,3,0
27630,33,6,173495,6,7,6,0,0,0,0,50,3,0
27631,18,0,423024,5,6,14,0,0,0,0,20,3,0
27632,24,0,72119,13,6,3,0,0,2202,0,30,3,0
27633,32,5,19302,9,7,0,0,0,0,0,56,1,1
27634,24,1,257621,13,6,1,0,1,0,0,20,3,0
27635,44,3,118212,13,7,13,0,0,99999,0,70,3,1
27636,27,0,259840,13,7,3,0,0,0,0,45,3,0
27637,39,0,115289,9,7,5,0,0,0,0,40,1,1
27638,26,5,159662,2,7,11,0,0,0,0,40,3,0
27639,34,0,379798,10,7,13,0,0,0,0,40,3,1
27640,38,0,227945,10,7,1,0,0,99999,0,65,3,1
27641,41,1,36999,10,7,1,0,0,0,0,75,3,1
27642,73,0,131982,13,7,13,3,0,0,0,5,2,0
27643,32,3,124052,6,7,10,0,0,0,0,50,3,0
27644,56,5,273084,10,7,13,1,0,0,0,40,3,1
27645,59,0,170104,13,7,13,0,0,0,1977,50,3,1
27646,44,0,96249,12,7,10,0,0,0,0,60,3,1
27647,35,0,140915,13,6,10,3,0,0,1590,40,2,0
27648,52,0,230657,6,7,12,2,0,3781,0,40,3,0
27649,30,0,195576,12,6,1,0,0,3325,0,50,3,0
27650,23,0,117767,13,7,10,0,0,0,0,40,3,0
27651,43,0,112763,6,6,3,0,1,8614,0,43,3,1
27652,61,0,79827,6,7,13,0,0,0,0,50,3,0
27653,38,0,103925,6,6,3,0,1,0,0,35,3,0
27654,68,0,161744,2,7,10,0,0,0,0,16,3,0
27655,41,0,106679,10,6,13,0,0,27828,0,50,3,1
27656,42,6,196514,12,6,1,0,0,0,0,40,3,0
27657,48,0,61985,3,3,13,4,1,0,0,20,3,0
27658,19,0,157605,6,4,11,0,1,0,0,40,3,0
27659,31,0,137367,11,5,14,3,0,0,0,40,2,0
27660,40,3,110862,9,7,6,0,0,0,2377,50,3,0
27661,32,0,74883,13,6,5,3,1,0,0,40,2,0
27662,51,3,98642,6,4,13,0,0,14084,0,40,3,1
27663,44,5,144778,13,7,1,0,0,0,0,40,3,1
27664,23,0,177787,13,6,10,0,1,0,0,30,1,0
27665,30,0,103651,11,7,13,0,0,0,0,35,3,0
27666,44,0,162108,13,6,1,0,1,0,0,45,3,0
27667,24,0,217602,6,7,8,0,0,0,0,60,3,0
27668,34,0,473133,6,7,10,0,0,0,0,60,3,0
27669,17,0,113301,11,6,14,0,0,0,0,12,3,0
27670,61,0,80896,10,7,1,3,0,0,0,45,2,1
27671,30,5,168387,13,6,13,0,0,0,0,40,3,0
27672,45,0,38950,13,6,6,0,0,0,0,40,3,0
27673,22,0,107801,1,6,3,0,1,0,0,40,3,0
27674,49,0,191277,12,7,11,0,0,0,0,40,3,0
27675,39,0,205359,9,2,3,0,1,0,0,45,3,0
27676,39,0,240226,6,7,13,1,0,0,0,40,3,0
27677,34,0,203357,12,6,3,0,1,0,0,40,3,0
27678,52,5,153064,12,7,13,0,0,0,0,40,3,1
27679,24,0,202959,1,6,3,0,1,0,0,40,3,0
27680,38,0,105150,13,7,1,0,0,0,0,45,3,1
27681,19,0,238474,11,6,12,0,0,0,0,40,3,0
27682,24,0,1085515,6,6,11,0,1,0,0,30,3,0
27683,25,0,82560,9,6,11,0,0,0,0,43,3,0
27684,71,0,55965,8,2,4,0,0,0,0,10,3,0
27685,27,0,161087,6,7,1,1,1,0,0,40,3,0
27686,28,0,261278,1,6,5,1,1,0,0,40,3,0
27687,54,0,182187,1,7,0,1,0,15024,0,38,3,1
27688,18,0,138917,11,6,10,1,1,0,0,10,3,0
27689,49,0,200198,6,7,11,1,0,0,0,40,3,0
27690,36,0,205359,6,5,11,0,1,0,0,25,3,0
27691,57,0,250201,6,2,4,0,0,0,0,50,3,0
27692,56,4,67153,10,7,13,0,0,0,0,40,1,1
27693,17,0,244523,2,6,11,0,0,0,0,20,3,0
27694,30,0,236599,6,7,13,0,0,0,0,50,3,0
27695,41,0,108713,2,6,10,0,1,0,0,40,3,0
27696,26,0,177147,6,6,14,0,0,0,0,40,3,0
27697,61,0,129246,2,7,6,0,0,0,0,48,3,0
27698,50,0,222381,12,4,13,0,0,0,0,40,3,0
27699,24,0,145111,6,6,12,0,0,0,0,45,3,0
27700,44,0,62258,11,6,11,0,1,0,0,40,3,0
27701,38,1,108293,10,6,1,0,1,0,0,40,3,0
27702,61,0,167284,8,2,13,1,1,0,0,40,3,0
27703,25,0,97789,13,6,10,0,0,0,0,50,3,0
27704,34,0,111415,6,7,10,0,0,0,0,70,3,0
27705,38,0,374524,12,6,4,0,0,0,0,40,3,0
27706,42,0,287244,6,7,6,0,0,0,0,55,3,0
27707,17,0,341395,2,6,13,1,0,0,0,20,3,0
27708,48,0,278039,8,7,12,0,0,0,0,40,3,0
27709,38,0,98360,10,7,1,0,0,0,0,40,3,1
27710,52,0,317032,6,7,6,0,0,0,0,50,3,1
27711,55,1,294395,1,2,1,0,1,6849,0,40,3,0
27712,41,6,240900,6,4,8,0,0,0,0,20,3,0
27713,45,0,32896,16,6,12,0,1,0,0,35,3,0
27714,49,0,97411,8,6,12,3,0,0,0,45,2,0
27715,19,0,72355,12,6,11,0,0,0,0,20,3,0
27716,39,0,342448,13,7,3,0,0,0,0,45,3,0
27717,43,0,187702,12,6,11,0,0,2174,0,45,3,0
27718,42,0,303388,12,7,13,0,0,0,0,65,3,0
27719,17,0,112291,11,6,14,0,0,0,0,12,3,0
27720,30,0,208668,9,6,1,1,1,0,0,25,3,0
27721,61,5,28375,10,4,1,0,1,0,0,70,3,0
27722,48,0,207277,10,7,13,0,0,15024,0,40,3,1
27723,60,0,88675,6,7,13,0,0,0,0,40,3,0
27724,57,0,47857,6,7,4,0,0,0,0,40,3,1
27725,27,0,372500,16,7,14,0,0,0,0,45,3,0
27726,24,0,190968,6,7,10,0,0,0,0,48,3,0
27727,41,0,37997,5,4,4,0,0,0,0,84,3,1
27728,42,0,257328,6,2,4,0,0,0,0,40,3,0
27729,34,0,127610,13,6,1,0,1,0,0,15,3,0
27730,22,0,139324,3,6,13,1,1,0,0,36,3,0
27731,47,0,164423,6,4,13,0,1,0,0,43,3,0
27732,50,0,104501,6,6,3,0,0,0,1980,40,3,0
27733,30,0,56121,6,6,6,0,0,0,0,40,3,0
27734,38,0,296212,13,7,6,0,0,0,0,45,3,0
27735,31,0,157640,6,7,1,0,0,0,0,55,3,1
27736,44,0,222504,12,7,3,0,1,0,0,45,3,1
27737,34,0,261023,12,7,6,0,0,0,1651,38,3,0
27738,52,0,146567,6,4,12,1,0,14344,0,40,3,1
27739,34,0,116910,6,7,6,0,0,0,0,50,3,0
27740,31,0,132601,12,7,13,0,0,0,0,40,3,0
27741,68,0,185537,12,4,10,0,1,0,0,20,3,0
27742,22,0,500720,6,6,3,0,1,0,0,40,3,0
27743,42,0,182108,13,6,13,0,1,0,0,35,3,0
27744,37,0,231491,6,7,6,0,0,0,0,35,3,0
27745,36,6,239415,6,7,8,0,0,0,0,35,3,0
27746,38,0,179262,12,4,3,0,1,0,0,30,3,0
27747,72,7,121004,6,7,11,0,0,0,0,55,3,0
27748,40,0,252392,16,7,11,0,0,0,0,40,3,0
27749,19,0,163578,12,6,10,0,0,0,0,30,3,0
27750,55,0,143266,1,7,6,0,0,0,0,50,1,1
27751,30,0,285902,9,7,6,0,0,0,0,40,3,0
27752,52,0,113094,13,3,3,0,1,0,1092,40,3,0
27753,29,0,278637,13,7,10,0,0,3103,0,45,3,1
27754,41,0,174540,12,7,1,1,0,0,0,4,3,0
27755,29,0,188729,13,6,3,0,1,0,0,45,3,0
27756,24,0,72143,13,6,10,0,1,0,0,20,3,0
27757,46,6,328216,15,7,1,0,0,0,0,45,3,1
27758,44,0,165815,6,7,13,0,0,0,0,60,3,1
27759,17,0,317702,2,6,10,1,1,0,0,15,3,0
27760,35,0,215323,1,4,11,0,1,0,0,35,3,0
27761,38,0,192939,6,4,6,0,0,0,0,40,3,0
27762,36,0,156352,3,6,14,0,0,0,0,40,3,0
27763,24,0,155066,11,7,12,0,0,0,0,60,3,0
27764,38,6,152621,13,7,8,0,0,0,0,99,3,0
27765,19,0,298891,11,6,10,0,1,0,0,40,3,0
27766,30,0,193298,6,7,4,0,0,0,0,45,3,0
27767,36,5,150309,1,7,4,4,0,0,0,40,3,0
27768,27,0,384308,12,6,6,0,0,0,0,45,3,0
27769,27,0,305647,9,7,3,0,0,0,0,40,3,1
27770,66,0,182378,8,7,13,0,0,0,0,30,3,0
27771,65,4,23494,12,7,13,1,0,0,2174,40,3,1
27772,37,0,421633,10,6,13,1,1,0,0,40,3,1
27773,17,0,57723,11,6,10,0,0,0,0,30,3,0
27774,19,0,307837,12,6,13,0,0,0,0,40,3,0
27775,57,0,103540,16,7,4,1,0,0,0,50,3,0
27776,54,6,136224,10,4,1,0,1,0,0,30,3,0
27777,21,0,231573,12,6,11,0,1,0,0,40,3,0
27778,43,0,242804,6,3,14,0,0,0,0,40,3,0
27779,50,0,163671,6,7,6,0,0,0,0,40,3,0
27780,38,0,287701,11,7,14,0,0,0,0,48,3,1
27781,31,0,187560,6,7,1,0,0,15024,0,40,3,1
27782,41,0,222504,15,4,1,0,1,0,0,38,3,0
27783,20,0,41356,12,6,1,0,1,0,0,40,3,0
27784,28,0,59335,13,7,3,0,1,0,0,15,3,0
27785,62,0,84756,3,7,11,0,0,0,0,35,3,0
27786,41,0,407425,5,4,12,1,1,0,0,40,3,0
27787,37,0,162424,6,7,6,0,0,0,0,45,3,0
27788,53,6,175456,12,7,8,0,0,0,0,30,3,0
27789,28,0,52603,13,7,10,0,0,0,0,50,3,1
27790,23,0,250630,10,6,1,0,1,0,0,30,3,0
27791,46,6,233974,6,7,8,0,0,0,0,35,3,0
27792,28,0,376302,6,6,10,0,1,0,0,45,3,0
27793,50,0,195638,2,3,3,0,1,0,0,40,3,0
27794,19,0,225775,12,6,6,0,0,0,0,45,3,0
27795,84,0,388384,8,7,1,1,0,0,0,10,3,0
27796,48,6,219021,15,7,1,0,0,0,0,35,3,1
27797,61,6,168654,6,2,3,0,1,0,0,20,3,0
27798,44,0,180609,12,4,6,0,0,0,0,42,3,0
27799,32,0,114746,6,3,14,3,1,0,0,60,2,0
27800,25,0,178037,12,6,3,0,0,0,0,35,3,0
27801,47,1,160045,12,4,3,0,1,0,0,40,3,0
27802,19,0,268524,12,6,10,0,1,0,0,15,3,0
27803,37,0,174844,12,7,11,0,0,0,0,17,3,0
27804,28,0,82488,6,4,5,3,1,0,0,40,3,0
27805,34,0,221167,9,7,3,0,1,0,0,40,3,1
27806,32,6,48014,12,4,11,0,1,0,0,35,3,0
27807,24,0,217226,12,6,11,0,0,0,0,30,3,0
27808,22,0,177902,12,6,13,3,1,0,0,25,3,0
27809,30,0,39386,12,7,13,1,0,0,0,99,3,0
27810,56,0,37394,10,7,13,0,0,0,0,40,3,0
27811,30,0,115426,13,7,10,0,0,0,0,40,3,1
27812,28,0,114158,12,6,3,0,1,0,0,26,3,0
27813,40,0,119101,12,7,6,0,0,0,1887,68,3,1
27814,28,0,360527,12,6,10,0,0,0,0,45,3,0
27815,39,0,225544,5,6,14,0,0,0,0,40,3,0
27816,33,6,108438,6,7,6,0,0,0,0,40,3,1
27817,23,0,230315,12,6,11,3,0,0,0,40,3,0
27818,32,0,158002,12,6,12,0,0,0,0,55,3,0
27819,37,0,179468,6,7,6,0,0,0,0,40,3,0
27820,71,0,99894,16,2,2,3,1,0,0,75,3,0
27821,30,0,270889,12,7,3,0,0,0,0,40,3,1
27822,20,0,42279,12,6,13,0,1,0,0,40,3,0
27823,53,4,167380,6,7,4,0,0,0,1740,50,3,0
27824,42,0,274913,6,4,6,0,0,0,0,45,3,0
27825,44,0,35910,13,7,13,0,0,0,1902,56,3,1
27826,26,0,68001,10,6,1,0,1,0,0,40,3,0
27827,21,0,27162,12,6,11,0,1,0,0,16,3,0
27828,37,6,286146,6,5,11,1,1,0,0,40,3,0
27829,36,5,95462,13,4,1,0,1,0,0,40,3,0
27830,25,0,50103,6,6,10,0,1,0,0,40,3,0
27831,54,0,511668,14,7,13,0,0,0,1977,43,3,1
27832,38,3,189679,13,7,1,0,0,0,0,50,3,1
27833,29,0,115064,6,6,11,0,0,0,0,40,3,0
27834,20,1,215443,12,6,6,0,0,0,0,38,3,0
27835,32,0,174789,6,6,6,0,0,0,0,50,3,0
27836,24,0,91999,9,6,13,0,0,0,0,20,3,0
27837,59,4,100931,6,7,3,0,0,0,0,40,3,1
27838,56,6,119069,13,7,3,0,0,0,0,40,3,1
27839,40,6,277488,6,4,4,0,0,0,0,84,3,0
27840,35,0,265662,13,7,10,0,0,0,0,40,3,1
27841,38,0,114591,13,7,1,0,1,15024,0,40,3,1
27842,24,0,227594,12,6,10,0,1,0,0,20,3,0
27843,30,0,129707,12,7,10,0,0,0,1848,40,3,1
27844,61,0,175032,6,7,13,0,0,0,0,40,3,0
27845,36,0,133569,4,6,8,0,0,0,0,40,3,0
27846,20,5,308654,12,6,0,3,1,0,0,20,3,0
27847,36,0,156084,6,6,10,0,1,0,0,40,3,0
27848,45,4,380127,13,6,13,0,1,0,0,40,3,0
27849,22,0,210781,13,6,3,0,1,0,0,40,3,0
27850,31,0,189759,6,6,8,0,0,0,2001,40,3,0
27851,34,0,258675,6,6,4,0,0,0,0,40,3,0
27852,24,0,223367,11,6,6,0,0,0,0,40,3,0
27853,42,0,204817,3,6,13,1,0,0,0,35,3,0
27854,23,0,409230,13,6,10,0,0,0,0,25,3,0
27855,46,4,308077,15,3,1,0,1,0,0,40,1,1
27856,60,0,159049,15,7,1,0,0,0,0,70,1,1
27857,40,0,353142,12,4,12,1,1,0,0,40,3,0
27858,55,0,143030,6,4,12,0,1,0,0,40,3,0
27859,47,0,304857,10,3,5,0,0,27828,0,40,3,1
27860,28,0,30912,6,7,11,0,0,0,0,43,3,0
27861,55,0,125000,15,7,13,0,0,0,0,60,3,1
27862,47,0,181363,10,7,1,0,0,0,0,40,3,1
27863,54,0,338620,10,7,13,0,0,0,0,52,3,1
27864,32,0,115989,11,7,11,0,1,0,0,60,3,0
27865,38,0,111128,9,7,13,0,0,0,0,40,3,1
27866,61,6,201273,12,2,12,0,1,0,0,40,3,0
27867,62,3,137354,10,7,1,3,0,0,0,40,2,0
27868,29,0,133420,12,7,6,0,0,5013,0,40,3,0
27869,26,0,192208,6,6,0,1,1,0,0,32,3,0
27870,19,0,220001,12,6,8,0,0,0,0,50,3,0
27871,40,0,352612,2,7,6,0,0,0,0,40,3,0
27872,36,0,169426,6,7,12,0,0,7298,0,40,3,1
27873,42,0,319016,6,7,4,0,0,2885,0,45,3,0
27874,55,0,119751,10,6,1,3,1,0,0,40,2,0
27875,55,0,202220,6,7,11,1,1,2407,0,35,3,0
27876,43,6,99220,13,7,10,0,0,0,0,40,3,1
27877,39,0,111275,6,7,6,0,0,0,0,40,3,0
27878,38,4,261241,12,7,3,0,0,0,0,45,3,1
27879,28,0,261725,6,6,11,0,1,0,0,40,3,0
27880,36,0,182013,12,4,5,0,1,0,0,40,3,0
27881,49,0,40666,12,7,8,0,0,0,0,50,3,0
27882,41,0,216461,12,4,3,1,1,0,0,40,3,0
27883,60,0,320376,8,7,12,0,1,0,0,40,3,0
27884,35,0,282951,13,7,13,0,0,0,0,70,3,0
27885,36,1,166697,13,4,1,0,1,0,0,40,3,0
27886,51,0,290856,6,7,3,0,0,0,0,40,3,1
27887,23,0,455361,6,6,11,0,0,0,0,40,3,0
27888,51,0,82783,6,7,6,0,0,0,0,40,3,0
27889,17,0,56536,11,6,10,0,1,1055,0,18,2,0
27890,33,6,109959,12,7,10,0,0,0,0,25,3,0
27891,50,0,177927,6,4,0,0,0,0,0,40,3,0
27892,38,0,192337,5,7,6,0,0,0,0,40,3,1
27893,18,0,236272,6,6,3,0,1,0,0,35,3,0
27894,26,0,33610,6,6,4,0,0,0,0,40,3,0
27895,21,0,209483,12,6,10,0,1,0,0,47,3,0
27896,26,0,247006,6,7,13,0,0,0,0,52,3,0
27897,30,5,311913,6,7,3,0,1,0,0,40,3,1
27898,39,0,204756,12,4,13,0,1,0,0,20,3,0
27899,33,5,300681,6,6,11,1,0,0,0,40,3,0
27900,42,1,24264,12,4,4,0,0,0,0,38,3,0
27901,28,0,266070,15,6,1,0,1,0,0,50,3,0
27902,20,0,226978,6,6,11,0,0,0,0,35,3,0
27903,66,5,362165,13,2,1,1,1,0,2206,25,3,0
27904,31,0,341672,12,7,3,3,0,0,0,50,2,0
27905,36,0,179488,12,4,3,0,0,0,0,40,3,0
27906,39,4,243872,9,6,1,0,0,0,0,40,3,1
27907,52,0,259583,6,7,3,0,0,0,0,40,3,0
27908,61,0,159822,8,7,6,0,0,7688,0,40,1,1
27909,27,0,219863,6,7,4,0,0,0,0,40,3,0
27910,45,0,206947,6,4,3,0,1,0,0,50,3,0
27911,21,0,245572,3,6,11,4,0,0,0,40,3,0
27912,25,0,38488,6,6,3,0,1,0,0,40,3,0
27913,24,0,182504,12,6,11,0,1,0,0,25,3,0
27914,38,0,193815,9,7,13,0,0,0,0,55,1,0
27915,51,0,521665,12,7,13,0,0,0,0,24,3,0
27916,29,0,46442,13,7,1,0,1,0,1902,50,3,1
27917,45,0,60267,6,4,3,0,1,0,0,38,3,0
27918,59,0,264357,2,7,4,0,0,0,0,50,3,0
27919,41,0,191814,6,7,3,0,0,0,0,40,3,0
27920,23,0,107882,13,6,3,0,1,0,0,40,3,0
27921,43,0,174575,12,4,3,0,0,0,0,45,3,0
27922,17,0,143331,11,6,10,0,0,0,0,20,3,0
27923,32,0,126132,13,7,13,0,0,15024,0,50,3,1
27924,42,0,198619,1,7,12,0,0,0,0,40,3,0
27925,68,0,211287,10,7,13,0,0,0,2392,40,3,1
27926,55,4,238192,6,7,5,0,0,0,1887,40,3,1
27927,43,0,257780,6,7,3,0,0,0,0,40,3,0
27928,61,0,183355,6,7,3,0,0,0,0,40,3,1
27929,28,0,148429,6,7,12,0,0,0,0,40,3,0
27930,47,0,71221,6,4,12,0,1,0,0,60,3,0
27931,21,6,236769,8,6,6,0,0,0,0,40,3,0
27932,39,0,32146,12,6,6,0,0,0,0,40,3,0
27933,39,0,347491,11,4,6,0,0,0,1876,46,3,0
27934,34,0,180714,12,7,4,1,0,0,2179,40,3,0
27935,57,0,188877,3,4,13,0,0,0,0,40,3,0
27936,27,0,306747,13,4,14,1,0,0,0,40,3,0
27937,21,1,478457,12,6,11,1,1,0,0,12,3,0
27938,25,0,248990,16,6,12,0,0,0,0,40,3,0
27939,51,3,46281,12,7,10,0,0,0,0,50,3,1
27940,35,0,148015,13,6,10,1,1,0,0,40,3,0
27941,19,0,278115,12,6,11,0,0,0,0,12,3,0
27942,27,0,190525,13,7,13,0,0,7298,0,55,3,1
27943,34,0,176673,12,6,10,1,1,0,0,35,3,0
27944,33,0,202366,6,4,13,0,1,0,0,32,3,0
27945,36,0,238415,6,4,6,0,0,0,0,40,3,0
27946,33,6,37939,13,7,6,0,0,0,0,35,3,0
27947,60,6,35649,13,7,6,0,0,0,0,40,3,0
27948,42,0,383493,12,7,13,0,0,15024,0,50,3,1
27949,47,4,204900,6,7,1,1,1,0,0,40,3,0
27950,42,0,20809,6,4,6,0,0,0,0,75,3,1
27951,34,0,148207,12,7,13,0,0,0,0,65,3,1
27952,21,0,200153,6,6,11,0,1,0,0,32,3,0
27953,30,0,169496,10,7,11,0,0,0,0,15,3,1
27954,53,0,22978,10,7,13,0,1,0,0,50,3,1
27955,34,0,366898,6,7,6,0,0,0,0,40,1,0
27956,37,0,324947,13,7,14,0,0,0,0,40,3,0
27957,27,0,321577,6,6,3,1,1,0,0,40,3,0
27958,31,0,241360,13,6,10,0,0,0,0,40,3,0
27959,30,0,207564,12,7,3,0,1,0,0,40,3,0
27960,33,0,220860,6,4,4,0,0,0,0,45,3,0
27961,41,5,336571,12,7,13,0,0,0,0,40,3,0
27962,23,1,56402,12,7,1,0,0,0,0,30,3,0
27963,65,0,180280,12,7,13,0,1,0,0,40,3,0
27964,30,0,81282,6,6,11,0,1,0,0,40,3,0
27965,51,0,86332,1,7,11,0,0,4064,0,55,3,0
27966,30,5,27051,12,6,14,0,0,0,0,40,3,0
27967,49,0,287647,10,4,10,0,0,4787,0,45,3,1
27968,37,6,183735,6,7,1,0,0,3137,0,30,3,0
27969,42,0,100800,6,6,6,0,0,0,0,40,3,0
27970,62,0,155094,1,7,13,0,1,0,0,45,3,1
27971,67,0,102693,6,2,13,0,0,1086,0,35,3,0
27972,31,0,151053,12,7,4,0,0,5178,0,40,3,1
27973,50,0,548361,13,7,5,0,0,0,0,20,3,1
27974,33,0,173858,13,7,3,3,0,0,0,40,2,0
27975,27,0,347153,12,6,4,0,0,0,0,40,3,0
27976,31,0,319146,1,7,6,0,0,4386,0,40,3,1
27977,35,0,197719,12,6,12,4,0,0,0,40,3,0
27978,55,0,197114,12,7,4,0,0,0,0,6,3,1
27979,54,6,109418,13,7,13,0,1,0,1977,35,3,1
27980,56,0,182062,13,7,5,0,0,0,0,48,3,1
27981,21,0,184543,1,6,3,0,1,0,0,40,3,0
27982,66,0,175558,8,2,11,0,1,0,0,20,1,0
27983,46,0,122026,6,7,6,0,0,0,0,50,3,0
27984,23,0,340543,13,6,13,0,1,0,0,38,3,0
27985,43,0,101950,10,6,13,0,1,0,0,45,3,0
27986,40,0,179508,6,7,12,0,0,0,0,55,3,0
27987,52,0,225317,16,7,6,0,0,0,0,40,3,0
27988,59,5,53304,13,7,1,0,0,0,0,50,3,1
27989,36,5,282602,1,3,3,1,1,0,0,40,3,0
27990,33,0,184016,6,6,4,0,0,0,0,40,3,0
27991,20,0,250165,6,7,10,0,0,0,0,40,3,0
27992,21,0,196467,6,6,12,0,0,0,0,35,3,0
27993,59,0,220783,2,2,13,0,1,0,0,40,3,0
27994,42,6,178780,10,7,13,0,0,0,0,50,3,1
27995,62,0,65868,6,2,10,0,1,0,0,43,3,0
27996,54,0,35459,6,6,10,0,0,0,0,40,3,0
27997,35,0,98986,8,6,12,0,1,0,0,30,3,0
27998,36,0,282092,9,6,5,0,1,0,0,40,3,0
27999,21,0,140764,6,6,3,0,1,0,0,45,3,0
28000,30,0,33124,6,3,8,0,1,0,0,14,3,0
28001,46,0,90042,12,7,6,0,0,0,0,40,3,1
28002,32,0,102986,16,7,12,3,1,0,0,40,2,1
28003,21,0,214387,12,6,10,0,0,0,0,64,3,0
28004,39,0,180667,6,6,3,0,0,0,0,40,3,0
28005,54,0,278329,6,5,13,0,1,0,0,43,3,0
28006,32,0,184440,12,7,12,0,0,3464,0,40,3,0
28007,23,0,140462,6,6,12,0,0,0,0,40,3,0
28008,42,0,202565,4,7,12,0,0,0,0,40,1,0
28009,62,0,181063,2,2,13,0,1,0,0,30,3,0
28010,28,0,287268,12,6,11,0,0,0,0,35,3,0
28011,28,0,215955,6,7,6,0,0,0,0,40,3,0
28012,35,0,82552,9,7,5,0,0,0,0,40,3,0
28013,19,0,41745,12,6,13,0,1,0,0,40,3,0
28014,27,0,73587,6,6,14,1,0,0,0,35,3,0
28015,54,0,263925,4,7,4,0,0,0,0,50,3,0
28016,19,0,196119,6,6,10,0,1,0,0,35,3,0
28017,27,0,284741,12,6,10,0,1,0,0,30,3,0
28018,30,0,293936,6,6,11,0,0,0,0,50,3,0
28019,35,0,340428,9,6,3,0,1,0,0,35,3,0
28020,66,0,175891,3,7,13,0,0,0,0,40,3,0
28021,19,5,276973,12,6,1,0,1,0,0,20,3,0
28022,30,0,161599,6,7,14,0,0,0,0,40,3,1
28023,32,0,144064,13,6,5,0,0,0,0,40,3,0
28024,31,0,236391,12,6,10,0,1,0,0,40,3,0
28025,26,0,224943,1,6,10,1,0,0,0,65,3,0
28026,44,0,151294,12,2,10,0,1,0,0,25,3,0
28027,52,0,68982,13,7,13,0,0,0,0,50,3,1
28028,30,0,241885,12,7,8,0,0,0,0,40,3,0
28029,32,6,189461,6,6,11,0,1,0,0,60,3,0
28030,19,6,36012,6,6,6,0,0,0,0,40,3,0
28031,33,0,85355,6,3,12,0,0,0,0,30,3,0
28032,20,0,157595,12,6,14,0,0,0,0,40,3,0
28033,61,0,197286,8,7,12,0,0,0,0,40,3,0
28034,33,0,362747,12,6,11,1,1,0,0,35,3,0
28035,24,0,395297,12,6,10,0,1,0,0,35,3,0
28036,31,6,144949,13,4,6,0,0,0,0,60,3,0
28037,20,0,163665,6,6,13,0,1,0,0,20,3,0
28038,32,0,141490,1,4,13,0,1,0,0,50,3,0
28039,29,0,147889,9,7,5,0,1,0,0,40,3,0
28040,61,0,232808,2,4,11,0,0,0,0,24,3,0
28041,48,0,70668,6,7,12,0,1,0,0,50,3,0
28042,29,4,33315,9,4,3,0,1,0,0,40,3,0
28043,61,0,63526,5,6,13,1,0,0,0,52,3,0
28044,34,0,591711,12,6,14,1,0,0,0,48,3,0
28045,22,0,200318,9,6,3,0,1,0,0,15,3,0
